TAX CLASS AT PRESENT,ZIP CODE,SALE PRICE,SALE DATE
1,11221.0,1465000,2020-12-23
1,11216.0,830650,2020-12-29
1,11216.0,850000,2020-07-02
1,11216.0,950000,2020-08-18
1,11216.0,675000,2020-12-09
1,11216.0,1375000,2020-04-07
1,11216.0,565429,2020-08-28
1,11216.0,795000,2020-11-02
1,11216.0,2675000,2021-02-17
1,11238.0,1675000,2020-09-25
1,11216.0,2275000,2021-03-19
1,11238.0,2280000,2021-03-12
1,11206.0,1450000,2021-03-11
1,11221.0,930000,2021-01-08
1,11221.0,765000,2021-03-12
1,11221.0,820000,2020-11-12
1,11221.0,1375000,2021-01-08
1,11221.0,800000,2020-07-14
1,11221.0,900000,2020-12-31
1,11221.0,1194500,2020-10-20
1,11221.0,1125000,2020-04-14
1,11221.0,1540000,2020-12-18
1,11221.0,1200000,2020-12-29
1,11221.0,1100000,2021-03-29
1,11221.0,1630000,2020-06-12
1,11221.0,1300000,2021-01-22
1,11221.0,2375000,2021-02-24
1,11221.0,1350000,2021-03-05
1,11221.0,920000,2020-06-08
1,11221.0,1110000,2021-03-15
1,11221.0,1780000,2021-01-12
1,11221.0,978000,2020-07-14
1,11221.0,1475000,2021-03-02
1,11221.0,1250000,2021-03-08
1,11221.0,1650000,2020-12-02
1,11221.0,705000,2020-09-16
1,11221.0,865000,2020-07-30
1,11221.0,1400000,2020-07-28
1,11221.0,1400000,2020-09-16
1,11221.0,2200000,2020-11-23
1,11221.0,1565000,2020-10-27
1,11221.0,875000,2020-06-03
1,11221.0,950500,2020-12-11
1,11221.0,1080000,2020-06-29
1,11221.0,661863,2020-10-28
1,11221.0,1060000,2020-09-21
1,11221.0,1340000,2020-10-28
1,11221.0,2175000,2020-05-29
1,11221.0,1480000,2020-05-19
1,11221.0,2975000,2020-12-30
1,11221.0,930000,2020-12-22
1,11221.0,2750000,2020-09-30
1,11221.0,1895000,2021-02-11
1,11233.0,2375000,2020-12-23
1,11221.0,900000,2020-11-13
1,11221.0,1260500,2021-02-25
1,11233.0,1650000,2020-05-21
1,11233.0,1700000,2020-12-01
1,11233.0,37500,2020-07-20
1,11233.0,1670000,2021-02-05
1,11238.0,1875000,2021-03-16
1,11233.0,1850000,2020-12-03
1,11233.0,1750000,2020-11-16
1,11233.0,999000,2021-03-02
1,11233.0,1775000,2020-10-09
1,11233.0,2295000,2020-10-15
1,11233.0,25615,2020-07-15
1,11233.0,750,2020-04-17
1,11233.0,2000,2020-04-24
1,11233.0,25866,2020-06-12
1,11233.0,2000,2020-05-25
1,11233.0,25865,2020-06-22
1,11233.0,1000,2020-05-22
1,11233.0,24703,2020-05-30
1,11233.0,2000,2020-04-18
1,11233.0,2000,2020-04-08
1,11233.0,1000,2020-05-14
1,11233.0,1000,2020-05-08
1,11233.0,2000,2020-04-16
1,11233.0,1000,2020-05-01
1,11233.0,1000,2020-05-16
1,11233.0,2616000,2020-08-26
